,title,vehicle_class,manufacturer,features,acquisition,price,storage_location,delivery_method,modifications,resale_flag,resale_price,race_availability,top_speed_in_game,based_on,seats,weight_in_kg,drive_train,gears,release_date,release_dlc,top_speed_real,lap_time,bulletproof,weapon1_resistance,weapon2_resistance,weapon3_resistance,weapon4_resistance,weapon5_resistance,speed,acceleration,braking,handling,overall,vehicle_url
10,GTA 5: Dinka Akuma,Motorcycles,Dinka,Mystery Prize,Southern S.A. Super Autos,"$9,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$5,400	
	($60,900 when fully upgraded)",Can be used in Races,90.10 mph (145.00 km/h),Ducati Monster,2,250	KG,RWD,5,"September 17, 2013",1.01 Game Launch,121.25 mph (195.13 km/h),0:58.892,No,1,1,2,1,1,"Speed
77.80","Acceleration
100.00","Braking
40.00","Handling
65.15","Overall
70.74",https://www.gtabase.com//grand-theft-auto-v/vehicles/dinka-akuma
11,GTA 5: Grotti Brioso R/A,Compacts,Grotti,"Has Liveries, Has Variants, HSW Performance Upgrade, Mystery Prize",Southern S.A. Super Autos,"$155,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$93,000	
	($883,750 when fully upgraded)",Can be used in Races,83.89 mph (135.00 km/h),"Fiat 500; 595 Abarth, Mini John Works Cooper WRC, Suzuki Swift, Nissan Micra",2,850	KG,NA,6,"July 12, 2016",1.35 Cunning Stunts,103.75 mph (166.97 km/h),1:11.272,No,1,1,2,1,1,"Speed
72.43","Acceleration
72.50","Braking
20.00","Handling
69.70","Overall
58.66",https://www.gtabase.com//grand-theft-auto-v/vehicles/grotti-brioso-r-a
12,GTA 5: Weeny Issi Classic,Compacts,Weeny,"Has Liveries, Has Trade Price, Mystery Prize",Southern S.A. Super Autos,"$360,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$216,000	
	($416,863 when fully upgraded)",Can be used in Races,77.67 mph (125.00 km/h),"1967-1970 Mini MK II, Trabant",2,650	KG,NA,4,"April 17, 2018",1.43 Southern SA Super Sport Series,95.25 mph (153.29 km/h),1:18.647,No,1,1,2,1,1,"Speed
67.07","Acceleration
65.00","Braking
10.00","Handling
60.61","Overall
50.67",https://www.gtabase.com//grand-theft-auto-v/vehicles/weeny-issi-classic
13,GTA 5: Karin Rebel,Off-Road,Karin,"Has Variants, JDM Car",Can be stolen / found,"$22,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$13,200	
	($101,575 when fully upgraded)",Can be used in Races,80.78 mph (130.00 km/h),Toyota Hilux,2,"2,400	KG",NA,5,"September 17, 2013",1.01 Game Launch,100.00 mph (160.93 km/h),1:17.613,No,1,1,2,1,1,"Speed
69.75","Acceleration
50.00","Braking
20.00","Handling
62.12","Overall
50.47",https://www.gtabase.com//grand-theft-auto-v/vehicles/karin-rebel
14,GTA 5: Declasse DR1 (IndyCar),Open Wheel,Declasse,"Has Liveries, KERS Boost",Legendary Motorsport,"$2,997,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,798,200	
	($2,025,275 when fully upgraded)",Can be used in Races,101.13 mph (162.75 km/h),2019 Dallara Indy Car,1,750	KG,RWD,6,"August 11, 2020",1.51 LS Summer Special,124.00 mph (199.56 km/h),0:56.790,No,1,1,2,1,1,"Speed
87.32","Acceleration
100.00","Braking
38.33","Handling
96.73","Overall
80.60",https://www.gtabase.com//grand-theft-auto-v/vehicles/declasse-dr1-f1
15,GTA 5: Declasse Tampa,Muscle,Declasse,Mystery Prize,Southern S.A. Super Autos,"$375,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$225,000	
	($383,925 when fully upgraded)",Can be used in Races,86.99 mph (140.00 km/h),"64 - '73 Ford Mustang, '70/'71 Dodge Dart, '68-'72 Chevrolet Nova, '68 Dodge Charger",2,"1,200	KG",RWD,4,"December 23, 2015",1.31 Festive Surprise 2015,105.50 mph (169.79 km/h),1:11.170,"No, small metal plate on side",1,1,2,1,1,"Speed
75.12","Acceleration
67.50","Braking
26.67","Handling
68.18","Overall
59.37",https://www.gtabase.com//grand-theft-auto-v/vehicles/declasse-tampa
16,GTA 5: Karin Futo,Sports,Karin,"Has Liveries, Has Variants, JDM Car, Mystery Prize",Can be stolen / found,"$9,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$5,400	
	($90,310 when fully upgraded)",Can be used in Races,83.89 mph (135.00 km/h),Toyota AE86 Levin,2,900	KG,RWD,5,"September 17, 2013",1.01 Game Launch,119.25 mph (191.91 km/h),1:12.706,No,1,1,2,1,1,"Speed
72.43","Acceleration
72.50","Braking
16.67","Handling
62.12","Overall
55.93",https://www.gtabase.com//grand-theft-auto-v/vehicles/karin-futo
17,GTA 5: Pegassi Ruffian,Motorcycles,Pegassi,Mystery Prize,Can be stolen / found,"$10,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$6,000	
	($62,740 when fully upgraded)",Can be used in Races,86.99 mph (140.00 km/h),Ducati Monster,2,250	KG,RWD,5,"September 17, 2013",1.01 Game Launch,127.00 mph (204.39 km/h),1:02.461,No,1,1,2,1,1,"Speed
75.12","Acceleration
85.00","Braking
36.67","Handling
59.09","Overall
63.97",https://www.gtabase.com//grand-theft-auto-v/vehicles/pegassi-ruffian
18,GTA 5: Karin Calico GTF,Sports,Karin,"Has Liveries, Has Trade Price, JDM Car, Tuners Vehicle",Southern S.A. Super Autos,"$1,995,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,197,000	
	($1,529,457 when fully upgraded)",Can be used in Races,93.05 mph (149.75 km/h),Toyota Celica,2,"1,448	KG",NA,5,"July 20, 2021",1.57 Los Santos Tuners,121.25 mph (195.13 km/h),1:03.596,No,1,1,2,1,1,"Speed
80.35","Acceleration
84.63","Braking
27.50","Handling
73.00","Overall
66.37",https://www.gtabase.com//grand-theft-auto-v/vehicles/calico-gtf
19,GTA 5: Canis Freecrawler,Off-Road,Canis,Has Liveries,Legendary Motorsport,"$597,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$358,200	
	($532,980 when fully upgraded)",Can be used in Races,83.89 mph (135.00 km/h),Rezvani Tank SUV,4,"2,000	KG",NA,4,"September 4, 2018",1.44 After Hours,99.75 mph (160.53 km/h),1:12.273,No,1,1,2,1,1,"Speed
72.43","Acceleration
60.00","Braking
10.00","Handling
62.12","Overall
51.14",https://www.gtabase.com//grand-theft-auto-v/vehicles/freecrawler
20,GTA 5: Pfister Comet S2 Cabrio,Sports,Pfister,"Active Spoiler, Convertible - Soft-top, Has Liveries",Legendary Motorsport,"$1,797,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,078,200	
	($1,274,500 when fully upgraded)",Can be used in Races,97.00 mph (156.10 km/h),Porsche 911 Turbo S Cabriolet,2,"1,650	KG",RWD,8,"January 6, 2022",1.58 The Contract,129.00 mph (207.60 km/h),1:04.765,No,1,1,2,1,1,"Speed
83.76","Acceleration
87.38","Braking
29.67","Handling
100.00","Overall
75.20",https://www.gtabase.com//grand-theft-auto-v/vehicles/comet-s2-cabrio
21,GTA 5: Ocelot Swinger,Sports Classics,Ocelot,Has Liveries,Legendary Motorsport,"$909,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$545,400	
	($717,990 when fully upgraded)",Can be used in Races,99.42 mph (160.00 km/h),"Jaguar XJ13, Lucra LC470",2,900	KG,RWD,5,"July 24, 2018",1.44 After Hours,118.25 mph (190.30 km/h),1:06.434,No,1,1,2,1,1,"Speed
83.17","Acceleration
97.50","Braking
31.67","Handling
72.73","Overall
71.26",https://www.gtabase.com//grand-theft-auto-v/vehicles/swinger
22,GTA 5: Vapid Clique,Muscle,Vapid,Has Liveries,Legendary Motorsport,"$909,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$545,400	
	($714,650 when fully upgraded)",Can be used in Races,93.21 mph (150.00 km/h),"1951 Ford, Ford Coupe",2,"1,250	KG",RWD,4,"December 25, 2018",1.46 Arena War,117.50 mph (189.10 km/h),1:06.868,No,1,1,2,1,1,"Speed
80.48","Acceleration
75.00","Braking
28.33","Handling
71.21","Overall
63.76",https://www.gtabase.com//grand-theft-auto-v/vehicles/clique
23,GTA 5: Dune,Off-Road,MTL,"Bulletproof - Rear, Has Liveries, Has Variants",Southern S.A. Super Autos,"$1,300,000",Pegasus Vehicle,Pegasus Concierge,Cannot be modified,Cannot be sold,NA,Can be used in Races,77.67 mph (125.00 km/h),Dakar MAN TGS 480,2,"7,000	KG",NA,5,"July 26, 2016",1.35 Cunning Stunts,91.50 mph (147.25 km/h),1:15.743,Bulletproof from the rear (rear has no windows),1,1,2,1,1,"Speed
67.07","Acceleration
82.50","Braking
20.00","Handling
69.70","Overall
59.82",https://www.gtabase.com//grand-theft-auto-v/vehicles/mtl-dune
24,GTA 5: Übermacht SC1,Super,Übermacht,Bulletproof - Rear,Legendary Motorsport,"$1,603,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$961,800	
	($1,120,950 when fully upgraded)",Can be used in Races,98.80 mph (159.00 km/h),BMW M1 Homage Concept,2,"1,400	KG",RWD,6,"December 12, 2017",1.42 The Doomsday Heist,120.75 mph (194.33 km/h),1:03.664,Bulletproof from the rear (rear has no windows),1,1,2,1,1,"Speed
85.31","Acceleration
77.50","Braking
37.33","Handling
80.30","Overall
70.11",https://www.gtabase.com//grand-theft-auto-v/vehicles/ubermacht-sc1
25,GTA 5: Bollokan Prairie,Compacts,Bollokan,"Has Liveries, Mystery Prize",Can be stolen / found,"$25,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$15,000	
	($113,350 when fully upgraded)",Can be used in Races,83.89 mph (135.00 km/h),Hyundai Tiburon (Hyundai Scoupe),2,"1,400	KG",NA,5,"September 17, 2013",1.01 Game Launch,103.25 mph (166.16 km/h),1:17.344,No,1,1,2,1,1,"Speed
72.43","Acceleration
55.00","Braking
20.00","Handling
59.09","Overall
51.63",https://www.gtabase.com//grand-theft-auto-v/vehicles/bollokan-prairie
26,GTA 5: Obey 10F Widebody,Sports,Obey,"Active Spoiler, Custom Vehicle, Has Liveries",Benny's Original Motor Works,"$575,000",Garage (Personal Vehicle),Mechanic,Benny's Original Motor Works,Can be sold only if purchased (High-End),"$345,000	
	($602,190 when fully upgraded)",Can be used in Races,99.57 mph (160.25 km/h),Audi R8 Gen II,2,"1,650	KG",RWD,7,"November 10, 2022",1.61 Criminal Enterprises,128.00 mph (206.00 km/h),1:02.546,No,1,1,2,1,1,"Speed
85.98","Acceleration
89.00","Braking
38.33","Handling
100.00","Overall
78.33",https://www.gtabase.com//grand-theft-auto-v/vehicles/10f-widebody
27,GTA 5:  LF-22 Starling,Planes,NA,"Armored Vehicle, Bombs Mod, Bulletproof - Rear, Countermeasures, Has Liveries, Has Trade Price, Homing Missiles, No Passive Mode, Rocket Boost, Unique Radar Icon, Weaponized Vehicle",Warstock Cache & Carry,"$3,657,500",Hangar (Personal Aircraft),Interaction Menu - Aircraft,Hangar Aircraft Workshop,Can be sold only if purchased (High-End),"$2,194,500	
	($2,562,325 when fully upgraded)",Transform Races Only,176.72 mph (284.40 km/h),Messerschmitt Me 163 Komet,1,"2,000	KG",NA,NA,"August 29, 2017",1.41 Smuggler's Run,187.75 mph (302.15 km/h),0:44.468,Bulletproof from the rear (rear has no windows),3,1,2,1,1,"Speed
86.54","Acceleration
58.19","Braking
62.50","Handling
2.67","Overall
52.48",https://www.gtabase.com//grand-theft-auto-v/vehicles/lf-22-starling
28,GTA 5: Ocelot XA-21,Super,Ocelot,"Active Spoiler, Hybrid Vehicle",Legendary Motorsport,"$2,375,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,425,000	
	($1,612,250 when fully upgraded)",Can be used in Races,98.92 mph (159.20 km/h),"Jaguar C-X75, McLaren P1, Maserati GranTurismo, Koenigsegg Regera",2,"1,450	KG",NA,6,"August 15, 2017",1.40 Gunrunning Pack,122.50 mph (197.14 km/h),0:59.927,No,1,1,2,1,1,"Speed
85.42","Acceleration
91.00","Braking
36.67","Handling
81.21","Overall
73.57",https://www.gtabase.com//grand-theft-auto-v/vehicles/ocelot-xa-21
29,GTA 5: Pfister Comet S2,Sports,Pfister,"Active Spoiler, Has Liveries, Has Variants, Has Trade Price, Tuners Vehicle",Legendary Motorsport,"$1,878,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,126,800	
	($1,390,240 when fully upgraded)",Can be used in Races,97.18 mph (156.40 km/h),Porsche 992,2,"1,550	KG",RWD,7,"July 29, 2021",1.57 Los Santos Tuners,123.00 mph (197.95 km/h),1:05.365,No,1,1,2,1,1,"Speed
83.92","Acceleration
86.50","Braking
29.33","Handling
81.00","Overall
70.19",https://www.gtabase.com//grand-theft-auto-v/vehicles/comet-s2
30,GTA 5: Mammoth Tula,Planes,Mammoth,"Armored Vehicle, Bombs Mod, Bulletproof - Rear, Countermeasures, Float on Water, Has Liveries, Has Trade Price, No Passive Mode, Rocket Boost, Unique Radar Icon, VTOL, Weaponized Vehicle",Warstock Cache & Carry,"$5,173,700",Hangar (Personal Aircraft),Interaction Menu - Aircraft,Hangar Aircraft Workshop,Can be sold only if purchased (High-End),"$3,104,100	
	($3,510,605 when fully upgraded)",Can be used in Races,155.34 mph (250.00 km/h),Kaman K-16,5,"2,000	KG",RWD,NA,"August 29, 2017",1.41 Smuggler's Run,150.00 mph (241.40 km/h),0:49.302,Bulletproof from the rear (rear has no windows),3,1,2,1,1,"Speed
62.50","Acceleration
23.00","Braking
15.00","Handling
47.00","Overall
36.88",https://www.gtabase.com//grand-theft-auto-v/vehicles/mammoth-tula
31,GTA 5: Vapid FMJ,Super,Vapid,Bulletproof - Rear,Legendary Motorsport,"$1,750,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,050,000	
	($1,196,575 when fully upgraded)",Can be used in Races,98.43 mph (158.40 km/h),Ford GT/Aston Martin Vulcan,2,"1,315	KG",RWD,6,"June 7, 2016",1.34 Further Adventures in Finance and Felony,125.00 mph (201.17 km/h),1:01.795,Rear protection available at LSC,1,1,2,1,1,"Speed
84.99","Acceleration
91.38","Braking
36.67","Handling
81.82","Overall
73.71",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-fmj
32,GTA 5: HVY Scarab (Arena),Military,HVY,"Arena Contender, Armored Vehicle, Bulletproof - Rear, Has Liveries, Has Variants, Has Trade Price, Jump Ability, No Passive Mode, Proximity Mines, Rocket Boost, Unique Radar Icon, Weaponized Vehicle",Arena War,"$3,076,290",Garage (Personal Vehicle),Mechanic,Arena Workshop,Can be sold only if purchased (High-End),"$1,845,774	
	($3,167,489 when fully upgraded)",Arena War Races,62.14 mph (100.00 km/h),Howe & Howe Ripsaw EV2,4,"5,000	KG",NA,1,"December 11, 2018",1.46 Arena War,74.30 mph (119.57 km/h),1:24.439,"Bulletproof from the rear (rear has no windows), window plates available at Arena's workshop",8,8,19,4,1,"Speed
53.66","Acceleration
25.00","Braking
23.33","Handling
68.18","Overall
42.54",https://www.gtabase.com//grand-theft-auto-v/vehicles/scarab-arena
33,GTA 5: Vulcar Ingot,Sedans,Vulcar,,Can be stolen / found,"$9,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$5,400	
	($71,500 when fully upgraded)",Can be used in Races,77.67 mph (125.00 km/h),"VW Passat wagon, Nissan Stagea",4,"1,400	KG",NA,5,"September 17, 2013",1.01 Game Launch,90.00 mph (144.84 km/h),1:25.120,No,1,1,2,1,1,"Speed
67.07","Acceleration
35.00","Braking
20.00","Handling
59.09","Overall
45.29",https://www.gtabase.com//grand-theft-auto-v/vehicles/vulcar-ingot
34,GTA 5: Fire Truck,Emergency,MTL,"Has Trade Price, No Passive Mode, Water Cannon, Weaponized Vehicle",Warstock Cache & Carry,"$3,295,000",Pegasus Vehicle,Pegasus Concierge,Cannot be modified,Cannot be sold,NA,Transform Races Only,80.78 mph (130.00 km/h),Los Angeles Fire Department's engine,8,"7,500	KG",RWD,5,"September 17, 2013",1.01 Game Launch,96.00 mph (154.50 km/h),1:31.133,No,1,1,2,1,1,"Speed
69.75","Acceleration
40.00","Braking
16.67","Handling
51.52","Overall
44.48",https://www.gtabase.com//grand-theft-auto-v/vehicles/mtl-fire-truck
35,GTA 5: Karin Kuruma,Sports,Karin,"Has Liveries, Has Variants, Has Trade Price, JDM Car, Mystery Prize",Southern S.A. Super Autos,"$126,350",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$75,810	
	($243,785 when fully upgraded)",Can be used in Races,88.86 mph (143.00 km/h),"Mitsubishi Lancer Evo X, 2015 Subaru WRX STi",4,"1,500	KG",NA,6,"March 10, 2015",1.21 Heists DLC,112.00 mph (180.25 km/h),1:06.800,No,1,1,2,1,1,"Speed
78.87","Acceleration
77.50","Braking
16.67","Handling
74.24","Overall
61.82",https://www.gtabase.com//grand-theft-auto-v/vehicles/karin-kuruma
36,GTA 5: Coil Rocket Voltic,Super,Coil,"Bulletproof - Rear, Electric Vehicle, Has Trade Price, Mystery Prize, Rocket Boost, Special Vehicle, Unique Radar Icon",Warstock Cache & Carry,"$3,830,400",Vehicle Warehouse (Special),Interaction Menu - Special Vehicles,Los Santos Customs,Cannot be sold,NA,Special Vehicle Races,90.10 mph (145.00 km/h),"Tesla Roadster, Lotus Elise",2,"1,200	KG",RWD,1,"December 13, 2016",1.37 Import/Export,124.50 mph (200.36 km/h),0:59.526,Bulletproof from the rear (rear has no windows),1,1,2,1,1,"Speed
77.80","Acceleration
45.00","Braking
33.33","Handling
76.67","Overall
58.20",https://www.gtabase.com//grand-theft-auto-v/vehicles/coil-rocket-voltic
37,GTA 5: Dinka Jester (Racecar),Sports,Dinka,"Bulletproof - Rear, Hybrid Vehicle, JDM Car, Mystery Prize",Southern S.A. Super Autos,"$350,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$210,000	
	($362,425 when fully upgraded)",Can be used in Races,98.18 mph (158.00 km/h),"Acura NSX Concept, McLaren MP4-12C",2,"1,300	KG",NA,6,"December 18, 2014",1.19 Festive Surprise 2014,119.25 mph (191.91 km/h),1:03.363,Rear protection available at LSC,1,1,2,1,1,"Speed
84.78","Acceleration
77.50","Braking
31.67","Handling
77.88","Overall
67.96",https://www.gtabase.com//grand-theft-auto-v/vehicles/dinka-jester-racecar
38,GTA 5: Albany Primo,Sedans,Albany,"Has Variants, Mystery Prize",Can be stolen / found,"$9,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$5,400	
	($75,090 when fully upgraded)",Can be used in Races,86.99 mph (140.00 km/h),Late 80's Pontiac Bonneville,4,"1,800	KG",RWD,5,"September 17, 2013",1.01 Game Launch,103.00 mph (165.76 km/h),1:12.773,No,1,1,2,1,1,"Speed
75.12","Acceleration
50.00","Braking
30.00","Handling
71.21","Overall
56.58",https://www.gtabase.com//grand-theft-auto-v/vehicles/albany-primo
39,GTA 5: Shitzu Vader,Motorcycles,Shitzu,,Can be stolen / found,"$9,000",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$5,400	
	($60,000 when fully upgraded)",Can be used in Races,86.99 mph (140.00 km/h),Kawasaki Z1000,2,230	KG,RWD,5,"September 17, 2013",1.01 Game Launch,107.75 mph (173.41 km/h),1:05.299,No,1,1,2,1,1,"Speed
75.12","Acceleration
67.50","Braking
36.67","Handling
57.58","Overall
59.21",https://www.gtabase.com//grand-theft-auto-v/vehicles/shitzu-vader
40,GTA 5: Wastelander,Service,MTL,"Bulletproof - Rear, Has Trade Price, Special Vehicle, Unique Radar Icon",Warstock Cache & Carry,"$658,350",Vehicle Warehouse (Special),Interaction Menu - Special Vehicles,Cannot be modified,Cannot be sold,NA,Transform Races Only,77.67 mph (125.00 km/h),Mongo (Fast & Furious),6,"7,000	KG",NA,5,"December 13, 2016",1.37 Import/Export,89.75 mph (144.44 km/h),1:16.911,Bulletproof from the rear (rear has no windows),1,1,2,1,1,"Speed
67.07","Acceleration
82.50","Braking
20.00","Handling
69.70","Overall
59.82",https://www.gtabase.com//grand-theft-auto-v/vehicles/mtl-wastelander
